,0
0,8.69792572596159
1,46.39965379709706
2,14.36025654288636
3,67.71734709696003
4,1.215118831004349
5,16.40801625216575
6,13.088331273926988
7,21.663088600417705
8,16.193580289276817
9,16.33040760106903
10,46.59165239183634
11,31.032355600823486
12,10.176959459542902
13,51.6901265945508
14,43.86798842425084
15,5.865497181020926
16,19.011506154161488
17,0.4981164813845351
18,44.43084803523175
19,20.333649864549635
20,10.773445468646434
21,28.844162994682346
22,16.95732953844852
23,35.31665199177766
24,98.78150049987462
25,31.620201408864844
26,45.86980671756701
27,91.66504524685965
28,71.16763815318042
29,11.677277994077347
30,43.4180485747995
31,71.59323031363047
32,11.96851853754313
33,40.849755282191005
34,59.4670591875861
35,41.17547974769399
36,7.685222753591421
37,27.128485517944664
38,51.27277367749149
39,8.590039565784355
40,16.775853449077122
41,21.128803196992255
42,54.16765367967287
43,12.965995597613501
44,18.094233475128398
45,8.69538154120196
46,85.03541119065467
47,26.43340826142885
48,50.907107900471416
49,7.105240504340722
50,17.787023810721482
51,47.371514061595455
52,30.88426783909025
53,17.12918088738609
54,38.719378871712046
55,22.89106930910775
56,23.95587136594412
57,31.914028302673188
58,4.682999100075898
59,12.407998065036544
60,33.61595369534484
61,6.291004182659638
62,17.825292412457777
63,18.695310595577297
64,14.709489168115343
65,66.15757589420137
66,18.78203399756695
67,41.31035914353869
68,33.58117930111384
69,9.551099222473026
70,8.56369959098158
71,39.96585184544502
72,29.68156095022909
73,62.95830873691376
74,17.502153543457325
75,54.550750595436185
76,29.879253171409445
77,32.58961050481593
78,63.86212152496518
79,28.227999844007982
80,28.846203876199727
81,5.987213574893706
82,3.19445201783309
83,34.84345640035931
84,14.99614422732024
85,23.7024525933694
86,20.000283756169488
87,37.55053963358474
88,10.570810196305953
89,24.79476825845735
90,18.71698251213502
91,9.045449017880566
92,22.00177388228752
93,31.403214372900763
94,61.32841614725953
95,16.946812524483512
96,25.95582639600338
97,58.73004867799422
98,17.42860992520809
99,14.751888091582478
100,9.744333406197462
101,26.68464809136977
102,22.79587414005441
103,27.07845328103898
104,0.10624280823675354
105,17.692910976039762
106,19.611700836503505
107,89.99052494587542
108,38.11537298652919
109,21.804211265082298
110,10.391824657666673
111,35.453489372203734
112,35.45702877317607
